# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	19937
#@/user_id	79fb09ba-e482-4a0b-8f97-bc33c2a34fd8
fang bian 	方便	c=7 d=0.444858 t=19937
fang bu fang xin 	放不放心	c=1 d=0.585669 t=19937
fang chan 	房產	c=1 d=6.09778e-05 t=19937
fang che 	房車	c=1 d=1.65783e-06 t=19937
fang cheng 	房程	c=6 d=0.482196 t=19937
fang dai 	房貸	c=1 d=0.000441647 t=19937
fang dao 	放到	c=6 d=1.90286e-17 t=19937
fang dong 	房東	c=1 d=1 t=11849
fang fa 	方法	c=24 d=0.446008 t=19937
fang fa ming cheng 	方法名稱	c=1 d=1 t=15230
fang fa zhong 	方法中	c=1 d=1 t=15503
fang hu 	防護	c=1 d=1 t=18854
fang hua 	芳華	c=2 d=9.68991e-05 t=19937
fang kuai 	方塊	c=1 d=1.67074e-09 t=19937
fang mian 	方面	c=1 d=1 t=12862
fang na 	放哪	c=1 d=1 t=12142
fang shang qu 	放上去	c=1 d=1 t=19209
fang shi 	方式	c=16 d=0.146071 t=19937
fang wen 	訪問	c=9 d=0.00136719 t=19937
fang wen bu 	訪問不	c=1 d=4.48627e-12 t=19937
fang wen xia 	訪問下	c=1 d=2.31393e-17 t=19937
fang wo zhe 	放我這	c=1 d=2.54851e-06 t=19937
fang wu 	房屋	c=1 d=0.00010569 t=19937
fang xiang 	方向	c=1 d=1.87372e-05 t=19937
fang yan 	方言	c=1 d=1.19616e-19 t=19937
fang yang 	放漾	c=4 d=0.111237 t=19937
fang zhe 	放着	c=1 d=1 t=14576
fang zhi 	防止	c=2 d=1.5468e-14 t=19937
fang zi 	房子	c=5 d=0.122018 t=17839
fei 	費	c=1 d=1 t=13851
fei 	非	c=2 d=1.15145e-12 t=19937
fei e 	飛蛾	c=2 d=0.120032 t=19937
fei e pu huo 	飛蛾撲火	c=1 d=0.0125881 t=19937
fei fa 	非法	c=1 d=0.0165727 t=19937
fei ji 	飛機	c=2 d=0.423162 t=19937
fei jin 	費勁	c=0 d=0.1 t=18604
fei shi fan 	非師範	c=0 d=1.06346e-19 t=19937
fei wang 	飛往	c=1 d=0.00030659 t=19937
fei yong 	費用	c=3 d=1 t=19259
fei yong dan 	費用單	c=4 d=1.55861 t=11998
fen 	份	c=3 d=4.14408e-14 t=19937
fen 	分	c=7 d=0.00067221 t=19937
fen bian lv 	分辨率	c=1 d=0.00210172 t=19937
fen bie 	分別	c=1 d=3.01297e-05 t=19937
fen chang 	分廠	c=1 d=5.77736e-17 t=19937
fen cheng 	分成	c=1 d=2.25603e-13 t=19937
fen duan 	分段	c=1 d=9.88503e-12 t=19937
fen jie 	分解	c=1 d=3.58919e-05 t=19937
fen kai 	分開	c=2 d=1.54881 t=15748
fen lei 	分類	c=1 d=1.49855e-15 t=19937
fen liang 	分量	c=1 d=1 t=9370
fen nu 	憤怒	c=1 d=1.56559e-09 t=19937
fen pei 	分配	c=3 d=0.000219746 t=19937
fen shao fa 	焚燒法	c=0 d=0.1 t=19386
fen wei 	分爲	c=1 d=1 t=19573
fen xiang 	分享	c=0 d=2.69307e-09 t=19937
fen xiang lv 	分享率	c=1 d=2.70657e-08 t=19937
fen ye 	分頁	c=12 d=6.83647e-13 t=19937
fen zhi 	分支	c=2 d=1 t=17352
fen zhong 	分鐘	c=1 d=2.27205e-08 t=19937
feng 	封	c=3 d=2.44125 t=19909
feng 	峯	c=1 d=1 t=14117
feng cheng 	封城	c=1 d=1 t=13751
feng fu 	豐富	c=1 d=1 t=16288
feng liu 	風流	c=0 d=5.18895e-19 t=19937
feng mian 	封面	c=1 d=1.4451e-09 t=19937
feng ren ji 	縫紉機	c=1 d=0.0520787 t=19937
feng xian 	風險	c=3 d=0.00058086 t=19937
feng xin 	封信	c=1 d=1 t=17397
feng zhuang 	封裝	c=2 d=1.84366 t=15382
fou 	否	c=1 d=1 t=17394
fu 	副	c=0 d=1.55509e-19 t=19937
fu 	服	c=2 d=0.000188774 t=19937
fu ben 	副本	c=1 d=1.22327e-18 t=19937
fu dai 	附帶	c=1 d=1 t=16446
fu de 	福德	c=0 d=4.08038e-15 t=19937
fu du ji 	復讀機	c=1 d=2.22668e-06 t=19937
fu hao 	符號	c=2 d=0.0348465 t=19937
fu he 	符合	c=6 d=1.00001 t=19028
fu jia 	附加	c=1 d=1 t=13106
fu jian 	附件	c=2 d=0.00603608 t=19937
fu jin 	附近	c=3 d=1 t=19822
fu kua 	浮誇	c=1 d=5.9043e-08 t=19937
fu kuan dan 	付款單	c=1 d=1.37498e-11 t=19937
fu mian 	負面	c=1 d=0.0332068 t=19937
fu po 	富婆	c=1 d=1 t=9957
fu wu 	服務	c=12 d=0.926086 t=19937
fu wu qi 	服務器	c=16 d=0.0395662 t=19937
fu wu qi xuan ze 	服務器選擇	c=1 d=3.49569e-18 t=19937
fu xian 	浮現	c=1 d=3.13967e-19 t=19937
fu yi 	附議	c=1 d=8.81718e-20 t=19937
fu yong 	復用	c=1 d=1 t=15967
fu yuan ju 	福源居	c=1 d=1 t=10456
fu za 	複雜	c=2 d=1.55028e-11 t=19937
fu ze 	負責	c=0 d=0.1 t=12635
fu ze ren 	負責人	c=1 d=1 t=14700
fu zhi 	複製	c=6 d=7.14068e-06 t=19937
fu zhi 	賦值	c=1 d=1 t=14806
fu zhu 	輔助	c=1 d=1.35147e-14 t=19937
gai 	改	c=9 d=1.24783e-09 t=19937
gai 	蓋	c=3 d=0.000126993 t=19937
gai 	該	c=2 d=1.0004 t=12731
gai bian 	改變	c=1 d=1 t=11450
gai cheng 	改成	c=5 d=4.05658e-05 t=19937
gai cheng le 	改成了	c=1 d=1 t=18376
gai chong qi 	改重啓	c=1 d=1 t=11159
gai dong 	改動	c=10 d=0.251464 t=19937
gai dong hou 	改動後	c=2 d=1.94176 t=17691
gai dong le 	改動了	c=1 d=0.882497 t=19937
gai dong lei xing 	改動類型	c=1 d=1.99128e-15 t=19937
gai fang zi 	蓋房子	c=1 d=0.00786762 t=19937
gai gai 	改改	c=1 d=2.99845e-07 t=19937
gai guo 	該國	c=1 d=1.7652e-09 t=19937
gai hao 	改好	c=0 d=0.1 t=11055
gai hao le 	改好了	c=1 d=1 t=11056
gai huan 	該換	c=1 d=2.26264e-18 t=19937
gai hui qu 	改回去	c=1 d=1 t=18418
gai kuo 	概括	c=1 d=4.99244e-05 t=19937
gai le 	改了	c=9 d=0.000443861 t=19937
gai lv 	概率	c=6 d=3.22602 t=9702
gai nian gu 	概念股	c=0 d=0.1 t=10671
gai shu 	概述	c=2 d=1.00176 t=19759
gai wan 	改完	c=0 d=1.53167e-17 t=19937
gai wan le 	改完了	c=3 d=3.83088e-07 t=19937
gai wei 	改爲	c=5 d=7.24644e-06 t=19937
gai zao 	改造	c=1 d=1 t=10657
gai zhu 	蓋住	c=1 d=8.61441e-11 t=19937
gan 	幹	c=7 d=0.00408677 t=19937
gan 	感	c=1 d=1 t=14253
gan bei 	乾杯	c=1 d=2.41254e-08 t=19937
gan bu gan 	敢不敢	c=1 d=1.23856e-17 t=19937
gan die 	乾爹	c=1 d=9.30778e-10 t=19937
gan guan 	感官	c=0 d=5.31398e-05 t=19937
gan guan ming xiang 	感官冥想	c=2 d=0.00107349 t=19937
gan he 	乾涸	c=1 d=1 t=10361
gan jing 	乾淨	c=1 d=9.85447e-05 t=19937
gan jue 	感覺	c=47 d=0.166726 t=19937
gan qing 	感情	c=2 d=0.010358 t=19937
gan ran li 	感染力	c=1 d=2.1616e-10 t=19937
gan sha 	幹啥	c=7 d=0.90232 t=19937
gan sha de 	幹啥的	c=1 d=0.1 t=16040
gan shang 	趕上	c=2 d=5.59834e-16 t=19937
gan si dui 	敢死隊	c=0 d=1.13647e-06 t=19937
gan xie 	感謝	c=1 d=9.6344e-05 t=19937
gan xie lao tie 	感謝老鐵	c=1 d=0.00096827 t=19937
gan zhe 	乾着	c=3 d=2.24067 t=10360
gang 	剛	c=4 d=0.0294518 t=19937
gang bi ye 	剛畢業	c=2 d=1.19514e-09 t=19937
gang cai 	剛纔	c=18 d=0.279431 t=19937
gang kan 	剛看	c=0 d=6.84677e-16 t=19937
gang kan dao 	剛看到	c=1 d=6.88109e-15 t=19937
gang kan le 	剛看了	c=1 d=1.91352e-17 t=19937
gang lai 	剛來	c=1 d=1 t=9962
gang qin 	鋼琴	c=0 d=0.1 t=18328
gang qin ban 	鋼琴版	c=1 d=1 t=18329
gao 	告	c=1 d=1 t=16861
gao 	搞	c=16 d=0.00342209 t=19937
gao 	高	c=4 d=1.88603e-05 t=19937
gao bu wan 	搞不玩	c=1 d=1 t=14082
gao ceng 	高層	c=1 d=1 t=12799
gao chou 	搞臭	c=1 d=0.0236356 t=19937
gao ci 	告辭	c=4 d=3.19156e-06 t=19937
gao cuo le 	搞錯了	c=1 d=1 t=15130
gao de 	搞得	c=1 d=1 t=14389
gao dian 	高點	c=2 d=1 t=13988
gao feng xian 	高風險	c=0 d=3.24035e-09 t=19937
gao feng xian di qu 	高風險地區	c=1 d=3.25659e-08 t=19937
gao ge 	搞個	c=1 d=2.93149e-06 t=19937
gao gen xie 	高跟鞋	c=2 d=1.57441e-08 t=19937
gao ji 	高級	c=1 d=1 t=12569
gao le 	高了	c=3 d=1.6032 t=11347
gao lou 	高樓	c=1 d=1 t=16967
gao qing 	高清	c=1 d=7.65746e-08 t=19937
gao shan 	高山	c=1 d=0.000291637 t=19937
gao shi qing 	搞事情	c=2 d=1.87921e-10 t=19937
gao su 	告訴	c=0 d=0.1 t=13610
gao wo 	告我	c=3 d=5.53273e-08 t=19937
gao xiang 	高翔	c=1 d=1 t=12565
gao zhi 	告知	c=1 d=1.78234e-05 t=19937
gao zhong 	高中	c=0 d=2.13937e-07 t=19937
gao zhuang 	告狀	c=1 d=1 t=18318
ge 	個	c=82 d=1.00664 t=19937
ge 	歌	c=20 d=0.456159 t=19937
ge 	革	c=1 d=1 t=17956
ge 	鴿	c=2 d=3.70454e-19 t=19937
ge dong 	個洞	c=1 d=1 t=13223
ge ge 	個個	c=1 d=1 t=9237
ge ju 	格局	c=1 d=1 t=19551
ge li 	隔離	c=1 d=1 t=18625
ge lou 	閣樓	c=3 d=2.5583 t=10544
ge ming 	革命	c=1 d=0.0212797 t=19937
ge qu 	歌曲	c=2 d=0.0464835 t=19937
ge ren 	個人	c=5 d=0.000123361 t=19937
ge ren fang 	個人房	c=1 d=0.000655574 t=19937
ge shi 	格式	c=6 d=4.66687e-07 t=19937
ge shi hua 	格式化	c=3 d=9.95388e-15 t=19937
ge shou 	擱手	c=1 d=1 t=12868
ge shou 	歌手	c=0 d=5.19796e-10 t=19937
ge yao 	歌謠	c=2 d=0.276152 t=19937
ge yin 	隔音	c=2 d=1 t=16936
ge yue 	個月	c=1 d=1.26905e-09 t=19937
ge zhong 	各種	c=1 d=1 t=17869
gei 	給	c=25 d=0.283215 t=19937
gei de 	給的	c=1 d=1.85508e-06 t=19937
gei ni 	給你	c=30 d=0.708603 t=19937
gei ni dian 	給你點	c=1 d=2.30082e-09 t=19937
gei ren 	給人	c=2 d=8.10957e-06 t=19937
gei ta 	給他	c=5 d=1 t=14385
gei ta 	給她	c=1 d=5.60375e-11 t=19937
gei ta men 	給他們	c=1 d=1 t=9353
gei wo 	給我	c=25 d=0.0171078 t=19937
gei zi ji 	給自己	c=1 d=4.8365e-14 t=19937
gen 	跟	c=15 d=0.00997832 t=19937
gen ben 	根本	c=1 d=1 t=11852
gen ju 	根據	c=6 d=0.213312 t=19937
gen jue 	根絕	c=1 d=1 t=19548
gen mai cai 	跟買菜	c=1 d=1 t=11235
gen ni 	跟你	c=1 d=3.05164e-08 t=19937
gen ni yi yang 	跟你一樣	c=1 d=1 t=9365
gen ren 	跟人	c=1 d=1 t=9875
gen wo 	跟我	c=2 d=0.0065062 t=19937
gen zong 	跟蹤	c=1 d=6.48036e-15 t=19937
geng 	更	c=8 d=0.00535353 t=19937
geng bu 	更不	c=0 d=1.03632e-09 t=19937
geng bu rong yi chong fu 	更不容易重複	c=1 d=1.04152e-08 t=19937
geng xin 	更新	c=32 d=0.0119888 t=19937
geng xin dao 	更新到	c=1 d=1 t=12093
geng xin wei 	更新爲	c=1 d=1 t=15661
geng xin xia 	更新下	c=1 d=4.06072e-16 t=19937
gong 	共	c=1 d=1 t=13207
gong che 	公車	c=1 d=2.18519e-20 t=19937
gong cheng 	工程	c=33 d=1.16321 t=19937
gong cheng bu 	工程部	c=4 d=1.65326 t=15030
gong cheng xia 	工程下	c=1 d=1.8202e-17 t=19937
gong cheng xiang mu 	工程項目	c=11 d=7.94812e-05 t=19937
gong cheng xiang mu de 	工程項目的	c=1 d=6.54326e-11 t=19937
gong guan 	公館	c=2 d=0.0532981 t=19937
gong he zhi 	共和制	c=1 d=1.83724e-09 t=19937
gong huo 	供貨	c=0 d=0.1 t=14732
gong huo dan 	供貨單	c=1 d=1 t=14733
gong ji jin 	公積金	c=1 d=1 t=11357
gong ju 	工具	c=3 d=0.000156885 t=19937
gong lve 	攻略	c=3 d=0.0447298 t=19937
gong neng 	功能	c=9 d=0.0122161 t=19937
gong ren 	工人	c=1 d=1 t=13858
gong si 	公司	c=24 d=0.927753 t=19937
gong si wang 	公司網	c=1 d=0.00139481 t=19937
gong tan 	公攤	c=1 d=1 t=16969
gong ti 	工體	c=1 d=2.14192e-20 t=19937
gong wei 	工位	c=2 d=1 t=16333
gong wei shang 	工位上	c=1 d=1 t=12223
gong xiang 	共享	c=7 d=1.17402e-06 t=19937
gong ying shang 	供應商	c=13 d=2.13363 t=19497
gong yong 	共用	c=1 d=9.26609e-16 t=19937
gong zhong 	公衆	c=0 d=8.31387e-06 t=19937
gong zhong hao 	公衆號	c=1 d=8.35555e-05 t=19937
gong zi 	工資	c=1 d=1 t=17846
gong zi shao 	工資少	c=1 d=1 t=11340
gong zuo 	工作	c=4 d=0.000487073 t=19937
gong zuo de 	工作地	c=1 d=1 t=12503
gong zuo liu 	工作流	c=7 d=1.96367 t=16482
gong zuo ri 	工作日	c=1 d=1 t=11747
gou 	夠	c=0 d=5.86268e-14 t=19937
gou 	狗	c=4 d=0.000216151 t=19937
gou duo 	夠多	c=0 d=3.39827e-10 t=19937
gou le 	夠了	c=2 d=1 t=17216
gou mai 	購買	c=1 d=5.51076e-20 t=19937
gou ou guan 	夠歐冠	c=1 d=5.89206e-13 t=19937
gou qu 	狗區	c=2 d=6.28349e-05 t=19937
gou san da si 	勾三搭四	c=1 d=1.20818e-19 t=19937
gou tong 	溝通	c=0 d=6.4137e-12 t=19937
gou tong xia 	溝通下	c=1 d=6.44585e-11 t=19937
gou tou 	狗頭	c=1 d=3.93803e-08 t=19937
gou xuan 	勾選	c=2 d=1.98511 t=19552
gou yong 	夠用	c=1 d=2.30835e-18 t=19937
gu 	古	c=1 d=0.00432828 t=19937
gu dan 	孤單	c=0 d=2.39472e-10 t=19937
gu ding 	固定	c=2 d=1 t=12019
gu fen 	股份	c=1 d=2.22819e-14 t=19937
gu fu 	姑父	c=0 d=0.1 t=12755
gu gan 	骨幹	c=0 d=3.4837e-08 t=19937
gu ji 	估計	c=11 d=0.000153513 t=19937
gu ji fei jin 	估計費勁	c=1 d=1 t=18605
gu ji neng 	估計能	c=1 d=1.6919e-10 t=19937
gu ji shi 	估計是	c=1 d=1.60136e-10 t=19937
gu jian qi tan 	古劍奇譚	c=13 d=7.92221e-13 t=19937
gu lou gua wen 	孤陋寡聞	c=0 d=1.68724e-08 t=19937
gu lou gua wen le 	孤陋寡聞了	c=1 d=1.6957e-07 t=19937
gu mu 	古墓	c=0 d=2.33036e-13 t=19937
gu niang 	姑娘	c=0 d=1.10003e-05 t=19937
gu ren 	古人	c=1 d=0.00577048 t=19937
gu shi 	故事	c=3 d=0.179066 t=19937
gu yi 	故意	c=0 d=4.14417e-21 t=19937
gu yi de 	故意的	c=1 d=4.16494e-20 t=19937
gu zheng 	古箏	c=3 d=2.76693e-19 t=19937
gua 	掛	c=4 d=9.42373e-06 t=19937
gua ji 	掛機	c=1 d=9.98267e-10 t=19937
gua le 	掛了	c=1 d=1 t=17611
gua qi 	掛起	c=4 d=1 t=15638
gua shi 	掛失	c=2 d=0.00779459 t=19937
gua zi 	瓜子	c=1 d=1.09237 t=17292
guai 	乖	c=1 d=1 t=17271
guai 	拐	c=1 d=1 t=17274
guai wu 	怪物	c=0 d=0.1 t=18725
guai wu lie ren 	怪物獵人	c=3 d=2.98506 t=18728
guan 	管	c=3 d=0.00349094 t=19937
guan 	關	c=6 d=0.146834 t=19937
guan bi 	關閉	c=2 d=6.67545e-11 t=19937
guan fan 	慣犯	c=1 d=1 t=13426
guan fang 	官方	c=2 d=1.66698 t=13427
guan ji 	關機	c=2 d=0.00556615 t=19937
guan jia 	管家	c=1 d=1 t=18647
guan jian 	關鍵	c=1 d=0.331211 t=19937
guan kong 	管控	c=2 d=3.32238e-08 t=19937
guan le 	關了	c=2 d=3.20088e-05 t=19937
guan li 	管理	c=14 d=0.46498 t=19937
guan li qu 	管理區	c=3 d=4.86677e-16 t=19937
guan li quan xian 	管理權限	c=1 d=1.15722e-12 t=19937
guan li yuan 	管理員	c=10 d=0.000147717 t=19937
guan li yuan fa song 	管理員發送	c=1 d=1 t=16160
guan li yuan zhang hao 	管理員帳號	c=2 d=1.95123 t=18153
guan lian 	關聯	c=6 d=0.527828 t=19937
guan lian zi duan 	關聯字段	c=2 d=0.000605171 t=19937
guan ta 	管他	c=0 d=1.51175e-10 t=19937
guan ta ne 	管他呢	c=1 d=1.51932e-09 t=19937
guan wang 	官網	c=7 d=0.000206543 t=19937
guan wang 	觀望	c=1 d=4.18297e-12 t=19937
guan xi 	關係	c=1 d=0.00660453 t=19937
guan xing 	慣性	c=1 d=4.71709e-14 t=19937
guan yu 	關於	c=1 d=1 t=14694
guan zhu 	關注	c=1 d=1 t=19903
guang 	光	c=2 d=1.82312e-06 t=19937
guang 	廣	c=2 d=1.99501 t=10447
guang chang 	廣場	c=1 d=0.034562 t=19937
guang dang 	咣噹	c=1 d=2.21784e-18 t=19937
guang dong hua 	廣東話	c=1 d=1 t=18821
guang gao 	廣告	c=2 d=1.8758e-08 t=19937
guang gao le 	廣告了	c=1 d=1.42003e-08 t=19937
guang mao 	光貓	c=2 d=1.96079 t=13889
guang qiang 	光強	c=1 d=1 t=13938
guang wu 	光武	c=1 d=1.78725e-08 t=19937
gui 	貴	c=2 d=2.76792e-07 t=19937
gui de 	貴的	c=1 d=1 t=12888
gui hua 	規劃	c=1 d=1.11396e-05 t=19937
gui jiao 	硅膠	c=1 d=1 t=16813
gui lai 	歸來	c=1 d=0.0695994 t=19937
gui le 	貴了	c=1 d=1 t=13185
gui ze 	規則	c=3 d=1.38807e-06 t=19937
gun dong 	滾動	c=1 d=1 t=15726
guo 	國	c=1 d=1.07065e-09 t=19937
guo 	過	c=12 d=0.000217094 t=19937
guo chan 	國產	c=1 d=1 t=12460
guo cheng 	過程	c=7 d=2.94277e-13 t=19937
guo cheng zhong 	過程中	c=2 d=9.97928e-06 t=19937
guo de 	過得	c=2 d=1.93239 t=17847
guo de gang 	郭德綱	c=1 d=0.079659 t=19937
guo fang sheng 	國防生	c=0 d=1.13647e-06 t=19937
guo fei 	過肺	c=1 d=3.21029e-16 t=19937
guo fu 	國服	c=1 d=0.00690852 t=19937
guo fu 	果服	c=1 d=1.06531e-09 t=19937
guo guo yin 	過過癮	c=1 d=2.01684e-18 t=19937
guo he chai qiao 	過河拆橋	c=1 d=0.0218184 t=19937
guo ji 	國際	c=4 d=7.87889e-06 t=19937
guo jia 	國家	c=4 d=0.00033924 t=19937
guo lai 	過來	c=1 d=1 t=11415
guo le 	過了	c=1 d=2.86106e-14 t=19937
guo lv 	過濾	c=2 d=1.0003 t=18127
guo nei 	國內	c=6 d=0.120033 t=19937
guo nian 	過年	c=1 d=1 t=12420
guo qi 	國企	c=1 d=1 t=14341
guo qi 	過期	c=4 d=1 t=19523
guo qu 	過去	c=7 d=5.04434e-09 t=19937
guo wai 	國外	c=5 d=2.84691e-09 t=19937
guo wai you xiang 	國外郵箱	c=1 d=1 t=15784
ha 	哈	c=3 d=0.00458484 t=19937
ha er bin 	哈爾濱	c=1 d=1 t=15732
ha ha 	哈哈	c=2 d=1.00001 t=15872
ha li bo te 	哈利波特	c=1 d=5.76342e-18 t=19937
hai 	海	c=1 d=1 t=14166
hai 	還	c=21 d=0.697217 t=19937
hai bian 	海邊	c=1 d=9.37706e-09 t=19937
hai bu 	還不	c=2 d=0.000177315 t=19937
hai bu cuo 	還不錯	c=2 d=0.00178203 t=19937
hai bu shi 	還不是	c=1 d=5.97806e-07 t=19937
hai bu xing 	還不行	c=1 d=2.23434e-17 t=19937
hai cha 	還查	c=1 d=1 t=12448
hai gan jue 	還感覺	c=1 d=1 t=12712
hai gei 	還給	c=0 d=5.33045e-12 t=19937
hai gei wo 	還給我	c=2 d=0.0675424 t=19937
hai hao 	還好	c=2 d=1.52295e-06 t=19937
hai hao si 	還好似	c=1 d=1 t=13668
hai hua shui 	還划水	c=1 d=4.34466e-17 t=19937
hai ji de 	還記得	c=1 d=7.77187e-06 t=19937
hai jue de 	還覺得	c=1 d=1.67854e-05 t=19937
hai ke neng 	還可能	c=1 d=2.22206e-11 t=19937
hai ke yi 	還可以	c=1 d=1 t=17182
hai lai 	還來	c=0 d=0.1 t=13554
hai lai bu lai de ji 	還來不來得及	c=1 d=1 t=13555
hai lin 	海林	c=1 d=1 t=10344
hai mei 	還沒	c=6 d=0.00509236 t=19937
hai mei fa 	還沒發	c=1 d=0.0144798 t=19937
hai mei mai 	還沒買	c=1 d=0.0366992 t=19937
hai mei nong 	還沒弄	c=1 d=2.50665e-17 t=19937
hai mei zheng 	還沒整	c=1 d=1 t=14134
hai nan 	海南	c=1 d=1 t=9927
hai neng 	還能	c=3 d=0.0096577 t=19937
hai pa 	還怕	c=1 d=1.26991e-17 t=19937
hai rong yi duan 	還容易斷	c=1 d=1 t=12894
hai shan 	海山	c=1 d=1.16945e-18 t=19937
hai shang 	海上	c=2 d=1 t=14188
hai shang cheng 	海上城	c=5 d=1 t=19930
hai shang cheng 	還商城	c=1 d=1 t=10349
hai shi 	還是	c=70 d=0.923658 t=19937
hai shi na 	還是哪	c=1 d=5.17203e-09 t=19937
hai ta ma 	還他媽	c=1 d=1.30117e-09 t=19937
hai ting 	還挺	c=0 d=0.1 t=18584
hai ting hao chi 	還挺好吃	c=1 d=1 t=18585
hai ting hao kan 	還挺好看	c=1 d=1 t=13545
hai wai 	海外	c=0 d=0.1 t=15758
hai wai gou 	海外狗	c=1 d=1 t=15759
hai xiang 	還想	c=1 d=1 t=16728
hai xie 	還寫	c=1 d=1.48615e-14 t=19937
hai xing 	還行	c=4 d=9.16438e-07 t=19937
hai yao 	還要	c=0 d=1.48924e-10 t=19937
hai yao shen he 	還要審覈	c=1 d=1.4967e-09 t=19937
hai yi 	海易	c=1 d=2.6085e-15 t=19937
hai yi dui 	還一堆	c=1 d=1 t=10585
hai yi ge 	還一個	c=1 d=8.29382e-06 t=19937
hai yi wei 	還以爲	c=1 d=1 t=9947
hai you 	還有	c=20 d=0.688478 t=19937
hai you mei 	還有沒	c=1 d=1 t=9380
hai you yi zhong 	還有一種	c=1 d=0.128093 t=19937
hai zai 	還在	c=4 d=0.00775048 t=19937
hai zhen shi 	還真是	c=1 d=1 t=15911
hai zi 	孩子	c=5 d=0.0280154 t=19937
han 	喊	c=5 d=0.0132361 t=19937
han chao 	寒潮	c=1 d=0.444858 t=19937
han guo 	喊過	c=1 d=1 t=9324
han jia 	寒假	c=1 d=1 t=13487
han jian 	漢奸	c=1 d=1 t=13738
han le 	喊了	c=1 d=0.0142642 t=19937
han ta 	喊他	c=1 d=1 t=11169
han wo 	喊我	c=2 d=1.00002 t=12390
han you 	含有	c=1 d=1 t=11934
hang 	行	c=0 d=0.1 t=16685
hang kong 	航空	c=0 d=3.14458e-09 t=19937
hang ye 	行業	c=1 d=1 t=9902
hao 	好	c=71 d=0.799909 t=19937
hao 	浩	c=1 d=1 t=18288
hao 	號	c=24 d=0.00270514 t=19937
hao bu hao 	好不好	c=1 d=0.00951391 t=19937
hao chi 	好吃	c=0 d=0.1 t=18584
hao de 	好的	c=12 d=2.01418e-07 t=19937
hao dian 	好點	c=1 d=0.00145173 t=19937
hao dian le ma 	好點了嗎	c=1 d=5.9053e-10 t=19937
hao duan 	號段	c=1 d=5.7644e-20 t=19937
hao duo 	好多	c=4 d=0.543351 t=19937
hao duo nian 	好多年	c=1 d=1 t=12968
hao duo ren 	好多人	c=1 d=0.00771183 t=19937
hao hao xue xi 	好好學習	c=1 d=2.91836e-12 t=19937
hao hua ban 	豪華版	c=1 d=4.52273e-19 t=19937
hao ji 	好幾	c=0 d=0.1 t=9368
hao ji 	好記	c=1 d=4.00095e-18 t=19937
hao ji ge 	好幾個	c=1 d=1 t=15135
hao ji ren 	好幾人	c=1 d=1 t=9369
hao jia huo 	好傢伙	c=1 d=1 t=13617
hao jiu 	好久	c=3 d=4.64528e-11 t=19937
hao jiu zhi qian 	好久之前	c=1 d=4.66856e-10 t=19937
hao kan 	好看	c=7 d=8.87836e-09 t=19937
hao ke 	好客	c=1 d=1 t=10449
hao le 	好了	c=15 d=0.00124795 t=19937
hao lou 	號樓	c=3 d=2.89299 t=14185
hao ma 	好嗎	c=5 d=1.95205e-08 t=19937
hao ma 	號碼	c=1 d=8.87978e-15 t=19937
hao mei mei 	好妹妹	c=1 d=9.86622e-19 t=19937
hao miao 	毫秒	c=1 d=0.000347412 t=19937
hao mu tou 	好木頭	c=2 d=1.82691e-10 t=19937
hao sheng 	毫升	c=1 d=1 t=14223
hao shi 	好事	c=1 d=1 t=9233
hao shi 	耗時	c=1 d=1.96163e-15 t=19937
hao shuo 	好說	c=3 d=2.29026e-09 t=19937
hao si 	好似	c=2 d=3.45522e-06 t=19937
hao ting 	好聽	c=1 d=1.14848e-11 t=19937
hao xiang 	好像	c=15 d=0.311564 t=19937
hao xiang shi 	好象是	c=2 d=0.0057417 t=19937
hao xiang shuo guo 	好像說過	c=1 d=0.0275983 t=19937
hao xiao 	好小	c=1 d=1 t=13160
hao xie 	好些	c=1 d=1 t=10292
hao you 	好友	c=4 d=3.05673e-07 t=19937
he 	和	c=69 d=0.13541 t=19937
he 	喝	c=2 d=1 t=14483
he ben 	赫本	c=1 d=1 t=17853
he bing 	合併	c=2 d=3.20079e-15 t=19937
he de 	喝的	c=1 d=1 t=16871
he dui 	覈對	c=2 d=1.33388e-07 t=19937
he ge 	合格	c=0 d=0.1 t=13820
he ge pin 	合格品	c=1 d=1 t=13821
he ji 	合計	c=1 d=1.26074e-20 t=19937
he ji 	合集	c=7 d=0.000165775 t=19937
he li 	合理	c=1 d=1 t=13999
he ni 	和你	c=2 d=0.0558548 t=19937
he qian ting 	核潛艇	c=1 d=1 t=16421
he shi 	合適	c=3 d=5.72883e-06 t=19937
he suan 	核酸	c=2 d=1.81058 t=19848
he ta men 	和他們	c=1 d=1 t=11516
he tong 	合同	c=6 d=1.00604 t=16962
he ya nan 	何亞楠	c=1 d=0.0550232 t=19937
he yao 	喝藥	c=1 d=1 t=14386
he zuo 	合作	c=1 d=1 t=19332
hei 	黑	c=1 d=1.21887e-05 t=19937
hei an 	黑暗	c=1 d=1.08683e-09 t=19937
hei bu 	黑布	c=0 d=0.0438235 t=19937
hei bu lin 	黑布林	c=1 d=0.440432 t=19937
hei he 	黑河	c=1 d=1 t=15733
hei kuai 	黑塊	c=1 d=1 t=16702
hei ping 	黑屏	c=1 d=3.40706e-10 t=19937
hei shou 	黑手	c=1 d=1 t=16916
hei ye 	黑夜	c=1 d=1.09775e-09 t=19937
