# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	19937
#@/user_id	79fb09ba-e482-4a0b-8f97-bc33c2a34fd8
mian 	免	c=2 d=0.000715889 t=19937
mian 	麪	c=2 d=7.37961e-09 t=19937
mian ao 	棉襖	c=0 d=5.13295e-09 t=19937
mian de 	免得	c=1 d=9.49581e-10 t=19937
mian fei 	免費	c=2 d=0.000102566 t=19937
mian ji 	面積	c=1 d=1 t=16970
mian shi 	面試	c=1 d=1 t=9798
mian shui 	免稅	c=1 d=1 t=14410
mian xiang 	面相	c=1 d=0.00109719 t=19937
mian xie 	棉鞋	c=1 d=1.29914e-20 t=19937
mian you fei 	免郵費	c=1 d=1 t=14426
miao 	秒	c=4 d=1.02691e-06 t=19937
miao fa 	妙法	c=1 d=5.87985e-18 t=19937
miao hui chu 	描繪出	c=1 d=1 t=17906
miao miao 	妙妙	c=1 d=3.65659e-18 t=19937
miao sha 	秒殺	c=1 d=1 t=14116
mie huo qi 	滅火器	c=1 d=4.58874e-13 t=19937
min gan 	敏感	c=5 d=1.8311 t=18036
min hang 	民航	c=2 d=1 t=19919
min yao 	民謠	c=2 d=2.54546e-10 t=19937
min zhu 	民主	c=1 d=1.82808e-09 t=19937
ming 	名	c=2 d=8.19009e-05 t=19937
ming bai 	明白	c=1 d=2.69398e-12 t=19937
ming cheng 	名稱	c=9 d=1.65383e-07 t=19937
ming ling 	命令	c=2 d=8.78544e-07 t=19937
ming ling hang 	命令行	c=1 d=5.09416e-07 t=19937
ming ming 	明明	c=1 d=2.69444e-14 t=19937
ming nian 	明年	c=3 d=2.43008e-05 t=19937
ming pian 	名片	c=1 d=9.44684e-08 t=19937
ming tian 	明天	c=5 d=5.67279e-08 t=19937
ming wan 	明晚	c=1 d=1 t=9414
ming xi 	明細	c=2 d=5.14224e-05 t=19937
ming xi biao 	明細表	c=2 d=1.956 t=14296
ming xian 	明顯	c=1 d=1.58106e-07 t=19937
ming xiang 	冥想	c=0 d=5.31398e-05 t=19937
ming xing 	明星	c=1 d=0.956415 t=11936
ming yan 	名言	c=1 d=1 t=9234
ming zhe 	明着	c=1 d=1 t=13608
ming zi 	名字	c=2 d=0.191092 t=19937
mo 	膜	c=1 d=2.08814e-06 t=19937
mo 	莫	c=1 d=0.000639387 t=19937
mo ca 	摩擦	c=1 d=1 t=17031
mo de 	莫得	c=1 d=1.81427e-08 t=19937
mo di 	魔笛	c=1 d=2.04558e-08 t=19937
mo fang 	模仿	c=1 d=7.75444e-09 t=19937
mo kuai 	模塊	c=5 d=0.00214854 t=19937
mo kuai de 	模塊的	c=1 d=1.02406e-15 t=19937
mo li 	茉莉	c=1 d=7.04928e-05 t=19937
mo ni qi 	模擬器	c=1 d=2.01512e-08 t=19937
mo ren 	默認	c=8 d=0.153355 t=19937
mo ren zhi 	默認值	c=1 d=1 t=16673
mo sha 	磨砂	c=1 d=1.92613e-06 t=19937
mo shi 	模式	c=3 d=0.00222055 t=19937
mo shou 	魔獸	c=5 d=7.74519e-06 t=19937
mo shui 	墨水	c=0 d=0.1 t=9394
mo shui ping 	墨水屏	c=1 d=1 t=9395
mo wen wei 	莫文蔚	c=1 d=0.0123389 t=19937
mo xing 	模型	c=6 d=2.47825e-14 t=19937
mo yu 	摸魚	c=1 d=4.10293e-20 t=19937
mo zheng 	魔怔	c=1 d=1 t=14390
mu 	木	c=1 d=1 t=17029
mu ban 	模板	c=4 d=3.79528e-13 t=19937
mu biao 	目標	c=1 d=2.63248e-05 t=19937
mu cai 	木材	c=1 d=8.65759e-11 t=19937
mu di 	目的	c=1 d=1 t=16525
mu gong 	木工	c=1 d=2.78416e-17 t=19937
mu guang 	目光	c=1 d=1 t=13724
mu ju 	模具	c=1 d=1 t=16808
mu lu 	目錄	c=1 d=0.00241131 t=19937
mu lu jie gou 	目錄結構	c=1 d=1 t=19193
mu qian 	目前	c=7 d=5.76537e-05 t=19937
mu qian wo zhe bian 	目前我這邊	c=1 d=1 t=17968
mu shi 	牧師	c=2 d=1.98511 t=15820
mu tou 	木頭	c=2 d=3.01277e-10 t=19937
mu tou ban 	木頭板	c=1 d=1.53857e-10 t=19937
mu wen 	木紋	c=2 d=1.70278e-10 t=19937
mu wu 	木屋	c=0 d=7.21889e-21 t=19937
mu wu zhi zhong de 	木屋之中的	c=1 d=7.25508e-20 t=19937
mu xie 	木屑	c=1 d=1.63371e-10 t=19937
mu zi 	募資	c=1 d=1 t=19925
mu zi 	驀子	c=1 d=1 t=19924
na 	哪	c=2 d=1.89255e-05 t=19937
na 	拿	c=10 d=0.00460925 t=19937
na 	那	c=28 d=0.856047 t=19937
na bian 	那邊	c=25 d=0.487701 t=19937
na bu 	那不	c=0 d=9.62262e-20 t=19937
na bu shi 	那不是	c=2 d=1.93743e-16 t=19937
na bu xing 	那不行	c=1 d=2.92392e-05 t=19937
na chu 	拿出	c=1 d=0.00367942 t=19937
na ci 	那次	c=2 d=1.93707 t=18581
na di fang 	拿地方	c=1 d=1 t=18569
na dian 	那點	c=1 d=1.15125e-10 t=19937
na dong xi 	那東西	c=1 d=1 t=12833
na duan 	那段	c=1 d=9.38025e-13 t=19937
na ge 	哪個	c=12 d=0.0254698 t=19937
na ge 	那個	c=66 d=0.0605938 t=19937
na ge qu 	哪個區	c=1 d=1 t=19289
na ge ren 	那個人	c=1 d=4.38533e-09 t=19937
na hao 	那好	c=0 d=0.1 t=14910
na hao shuo 	那好說	c=1 d=1 t=14911
na hui 	那會	c=7 d=2.24882e-05 t=19937
na ji ge 	那幾個	c=1 d=1 t=10458
na jiao 	那叫	c=1 d=2.58791e-10 t=19937
na jiu 	那就	c=1 d=8.92581e-17 t=19937
na jiu shi 	那就是	c=1 d=6.8942e-08 t=19937
na kuai 	那塊	c=1 d=1 t=16360
na lai 	哪來	c=2 d=1.27255e-12 t=19937
na lai 	拿來	c=2 d=1.27893e-12 t=19937
na lai de 	哪來的	c=1 d=2.58967e-18 t=19937
na le 	哪了	c=1 d=8.25245e-06 t=19937
na le 	拿了	c=1 d=1 t=12226
na li 	哪裏	c=4 d=0.194952 t=19937
na li 	那裏	c=2 d=0.472367 t=19937
na li bian 	那裏邊	c=1 d=4.19237e-09 t=19937
na liang ge 	那兩個	c=1 d=1 t=12016
na me 	那麼	c=8 d=0.0625002 t=19937
na me da 	那麼大	c=2 d=1 t=17288
na me duo 	那麼多	c=4 d=0.000258659 t=19937
na me jin 	那麼近	c=1 d=1 t=17461
na me jiu 	那麼久	c=2 d=0.628135 t=19937
na ni 	納尼	c=3 d=8.41916e-06 t=19937
na ni 	那你	c=3 d=1.80256 t=15254
na nv 	那女	c=1 d=1.03926 t=10158
na nv de 	那女的	c=3 d=1.00012 t=11927
na pa 	哪怕	c=1 d=1.17108e-05 t=19937
na po 	那坡	c=0 d=2.47362e-09 t=19937
na qu 	哪去	c=1 d=1 t=13837
na shi 	那是	c=4 d=0.00132678 t=19937
na shou 	哪首	c=1 d=1 t=10125
na ta men 	那她們	c=1 d=1 t=13263
na tian 	那天	c=1 d=8.79292e-17 t=19937
na tiao 	那條	c=1 d=4.02267e-11 t=19937
na tiao shu ju 	那條數據	c=1 d=1.5272e-11 t=19937
na wo 	那我	c=8 d=7.22773e-05 t=19937
na wo ji de 	那我記得	c=1 d=1 t=15289
na wo shuo 	那我說	c=1 d=1 t=15067
na xie 	那些	c=2 d=0.83527 t=19937
na yang 	那樣	c=3 d=2.23961e-14 t=19937
na ye 	那也	c=1 d=1 t=18783
na yi 	那一	c=0 d=0.000162053 t=19937
na yi duan 	那一段	c=1 d=0.00162866 t=19937
na yi tao 	那一套	c=1 d=1 t=9355
na yi tian 	那一天	c=1 d=8.97055e-17 t=19937
na you 	哪有	c=1 d=1 t=12499
na zhang 	那張	c=1 d=0.000314351 t=19937
na zhe 	拿着	c=1 d=1 t=12842
na zhen de 	那真的	c=1 d=1.54628e-10 t=19937
na zhong 	那種	c=20 d=0.265239 t=19937
nai 	乃	c=1 d=0.203926 t=19937
nai 	奶	c=3 d=1.21864e-15 t=19937
nai fen 	奶粉	c=4 d=1.7558 t=16886
nai ma 	奶媽	c=2 d=1.98511 t=17317
nai ping 	奶瓶	c=1 d=6.90969e-05 t=19937
nai si ren 	奶私人	c=1 d=1.21069e-14 t=19937
nai you 	奶油	c=1 d=3.86005e-08 t=19937
nan 	男	c=8 d=0.211189 t=19937
nan bei 	南北	c=1 d=1 t=16987
nan hang 	南航	c=1 d=1 t=18668
nan jing 	南京	c=0 d=1.23259e-20 t=19937
nan lu 	南路	c=1 d=0.000164928 t=19937
nan ming xing 	男明星	c=1 d=1 t=11937
nan ren 	男人	c=1 d=1 t=13756
nan xiang 	南向	c=1 d=1 t=16991
nan xie 	男鞋	c=1 d=1.36575e-20 t=19937
nan xing 	男性	c=1 d=0.000186888 t=19937
nao 	鬧	c=0 d=0.1 t=12493
nao bu zhu 	鬧不住	c=2 d=1.99501 t=12495
nao dai 	腦袋	c=2 d=1.98511 t=13778
nao ling 	鬧鈴	c=1 d=1 t=10639
nao zhong 	鬧鐘	c=1 d=2.51356e-20 t=19937
nao zi 	腦子	c=1 d=0.000243596 t=19937
ne 	呢	c=18 d=0.0878228 t=19937
ne wo 	呢我	c=1 d=1.78817e-14 t=19937
nei 	內	c=1 d=3.29727e-08 t=19937
nei bu 	內部	c=2 d=6.82909e-14 t=19937
nei cun 	內存	c=0 d=2.14155e-19 t=19937
nei cun bu xing 	內存不行	c=1 d=2.15229e-18 t=19937
nei ding 	內定	c=1 d=0.0225956 t=19937
nei jian 	內奸	c=1 d=1 t=13730
nei rong 	內容	c=2 d=1.31037 t=16462
nei wang 	內網	c=10 d=6.71002e-12 t=19937
neng 	能	c=44 d=0.504595 t=19937
neng bu neng 	能不能	c=5 d=0.479505 t=19937
neng gai 	能改	c=1 d=2.13043e-16 t=19937
neng gai dong 	能改動	c=1 d=2.03676e-16 t=19937
neng huan 	能換	c=1 d=5.60184e-07 t=19937
neng li 	能力	c=1 d=1.94046e-05 t=19937
neng ting 	能聽	c=1 d=5.89006e-09 t=19937
neng xiang dao 	能想到	c=1 d=1 t=14456
neng yong 	能用	c=2 d=1 t=13901
ni 	你	c=136 d=1.40707 t=19937
ni 	膩	c=11 d=3.98758e-18 t=19937
ni ba 	你把	c=3 d=0.0658748 t=19937
ni bang wo 	你幫我	c=1 d=5.52314e-17 t=19937
ni bi 	你比	c=0 d=0.1 t=14545
ni bi ru guo 	你比如果	c=1 d=1 t=14546
ni bian 	逆變	c=0 d=0.1 t=16873
ni bie 	你別	c=1 d=1.22561e-11 t=19937
ni bing bu zhi dao 	你並不知道	c=1 d=1 t=10129
ni bu 	你不	c=1 d=1 t=9664
ni bu shuo 	你不說	c=2 d=2.29644e-16 t=19937
ni bu yong 	你不用	c=1 d=1 t=15253
ni chang 	你唱	c=1 d=0.000125275 t=19937
ni cheng 	昵稱	c=1 d=4.04116e-18 t=19937
ni chu cuo 	膩出錯	c=1 d=2.27987e-19 t=19937
ni de 	你的	c=7 d=0.0788228 t=19937
ni dian 	你點	c=1 d=0.465334 t=19937
ni diao yong 	你調用	c=1 d=3.03168e-19 t=19937
ni die 	你爹	c=1 d=0.000113922 t=19937
ni er 	尼爾	c=1 d=1 t=17856
ni fa 	你發	c=1 d=1 t=13287
ni gai 	你改	c=1 d=1 t=14686
ni gai le 	你改了	c=2 d=1.00887 t=13298
ni gan sha 	你幹啥	c=1 d=3.72792e-10 t=19937
ni ge 	你個	c=3 d=0.0503322 t=19937
ni ge 	尼哥	c=2 d=2.22093e-05 t=19937
ni gei 	你給	c=1 d=1 t=14087
ni gei wo 	你給我	c=1 d=6.23813e-08 t=19937
ni geng xin 	你更新	c=1 d=1 t=18024
ni hai 	你還	c=1 d=1.24498e-19 t=19937
ni hai shi 	你還是	c=1 d=1.8981e-10 t=19937
ni hao 	你好	c=2 d=8.71905e-06 t=19937
ni hong 	霓虹	c=1 d=1.0802 t=18687
ni hong shen yuan 	霓虹深淵	c=2 d=1.86071 t=18718
ni hui 	你會	c=1 d=1 t=12171
ni jin wan 	你今晚	c=1 d=1 t=14636
ni jiu 	你就	c=1 d=1 t=10123
ni kan 	你看	c=5 d=0.0020396 t=19937
ni kan zhe 	你看這	c=1 d=8.11274e-11 t=19937
ni ke yi 	你可以	c=1 d=0.0902655 t=19937
ni lia 	你倆	c=0 d=4.48932e-21 t=19937
ni men 	你們	c=5 d=1.05341 t=17455
ni na 	你拿	c=1 d=1 t=9269
ni na bian 	你那邊	c=2 d=1.01284 t=11704
ni na ge 	你那個	c=2 d=0.346456 t=19937
ni qian zhen zi 	你前陣子	c=1 d=1.24693e-08 t=19937
ni qu 	你去	c=1 d=1 t=18606
ni rang 	你讓	c=1 d=4.46313e-10 t=19937
ni shi 	你是	c=2 d=1.48919 t=14045
ni shi bu shi 	膩是不是	c=1 d=1.46832e-19 t=19937
ni shuo 	你說	c=3 d=1.78773e-12 t=19937
ni shuo de 	你說的	c=2 d=5.60375e-11 t=19937
ni shuo sha 	你說啥	c=1 d=0.0769192 t=19937
ni tian tian 	你天天	c=1 d=1 t=19282
ni tiao 	你挑	c=1 d=1.0872e-13 t=19937
ni wen 	你問	c=0 d=0.1 t=13059
ni wen ta 	你問她	c=2 d=1 t=19244
ni xiang duo 	你想多	c=1 d=1.6584e-10 t=19937
ni yao 	你要	c=4 d=0.000106752 t=19937
ni ye 	你也	c=2 d=1.00041 t=14103
ni ye neng 	你也能	c=1 d=1 t=13320
ni you 	你有	c=7 d=0.0015783 t=19937
ni za bu qu 	你咋不去	c=1 d=1.48514e-06 t=19937
ni zai 	你在	c=4 d=0.0776922 t=19937
ni zhe 	你這	c=3 d=2.51913e-09 t=19937
ni zhe bian 	你這邊	c=1 d=4.03141e-19 t=19937
ni zhe ge 	你這個	c=2 d=6.625e-10 t=19937
ni zhe shi 	你這是	c=1 d=3.4508e-13 t=19937
ni zhe yi tian 	膩這一天	c=1 d=8.18008e-20 t=19937
ni zhi qian 	你之前	c=1 d=1 t=13308
ni zuo 	你做	c=0 d=0.040657 t=19937
ni zuo ge 	你做個	c=1 d=0.408608 t=19937
nian 	年	c=11 d=0.000436593 t=19937
nian chu 	年初	c=1 d=1.15204e-18 t=19937
nian du 	年度	c=2 d=3.97922e-05 t=19937
nian geng 	年庚	c=0 d=8.34391e-19 t=19937
nian hou 	年後	c=0 d=0.1 t=11312
nian le 	年了	c=1 d=1 t=14451
nian ling 	年齡	c=1 d=0.00744658 t=19937
nian ling duan 	年齡段	c=0 d=1.65811e-09 t=19937
nian qing 	年輕	c=1 d=0.00752142 t=19937
nian san shi 	年三十	c=1 d=0.000234044 t=19937
nian xing 	粘性	c=1 d=0.00474815 t=19937
niao 	鳥	c=1 d=8.69654e-05 t=19937
nin 	您	c=4 d=1.09209e-07 t=19937
ning meng 	檸檬	c=2 d=7.01412e-05 t=19937
niu 	牛	c=0 d=0.000980366 t=19937
niu bi 	牛逼	c=10 d=0.0356146 t=19937
niu bi ren 	牛逼人	c=1 d=0.0098528 t=19937
niu dun 	牛頓	c=1 d=0.774916 t=19937
niu pi 	牛批	c=1 d=0.00208081 t=19937
nong 	弄	c=9 d=0.123698 t=19937
nong bu 	弄不	c=1 d=1.14038e-16 t=19937
nong cheng 	弄成	c=1 d=0.00219846 t=19937
nong de 	弄得	c=3 d=6.36941e-09 t=19937
nong dian 	弄點	c=1 d=3.23143e-05 t=19937
nong diu 	弄丟	c=0 d=4.64844e-19 t=19937
nong diu le 	弄丟了	c=1 d=4.67174e-18 t=19937
nong ge 	弄個	c=2 d=2.88785e-06 t=19937
nong hao 	弄好	c=0 d=3.06163e-18 t=19937
nong hao le 	弄好了	c=3 d=2.21136e-13 t=19937
nong hu 	農戶	c=1 d=1.28577e-16 t=19937
nong le 	弄了	c=1 d=1 t=17435
nong li 	農曆	c=1 d=0.000231716 t=19937
nong te pa dao 	弄特爬到	c=1 d=5.35444e-05 t=19937
nong ti ce 	弄提測	c=1 d=1 t=18158
nong wan 	弄彎	c=2 d=1.92774 t=11522
nong xia 	弄下	c=1 d=1 t=10944
nu li 	努力	c=2 d=2.86099e-05 t=19937
nuan hu 	暖壺	c=0 d=0.1 t=14383
nuo si 	諾斯	c=0 d=0.1 t=17142
nv 	女	c=3 d=7.03707e-14 t=19937
nv de 	女的	c=3 d=0.0194482 t=19937
nv ren 	女人	c=1 d=1 t=17790
nv ren xin 	女人心	c=1 d=0.179964 t=19937
nv wang 	女王	c=1 d=8.23115e-05 t=19937
o 	哦	c=24 d=0.00516404 t=19937
ou guan 	歐冠	c=0 d=5.86268e-14 t=19937
ou mei 	歐美	c=1 d=1 t=14262
pa 	怕	c=3 d=0.0105145 t=19937
pa 	爬	c=3 d=0.40657 t=19937
pa bu shi 	怕不是	c=1 d=1.18325e-09 t=19937
pa dao 	爬到	c=0 d=5.32773e-06 t=19937
pa ni 	怕你	c=1 d=1.04692e-10 t=19937
pa ta 	怕他	c=1 d=8.28086e-17 t=19937
pai 	拍	c=3 d=5.62017e-16 t=19937
pai 	排	c=1 d=6.695e-16 t=19937
pai cha 	排查	c=3 d=0.219887 t=19937
pai chan 	拍產	c=1 d=1 t=19633
pai chu 	排除	c=4 d=3.09829e-10 t=19937
pai gu 	排骨	c=1 d=0.640824 t=19937
pai qi 	排期	c=1 d=7.28896e-16 t=19937
pai she 	拍攝	c=1 d=0.000300519 t=19937
pai zi 	拍子	c=2 d=4.82687e-10 t=19937
pai zi 	牌子	c=1 d=1 t=14511
pan 	盤	c=2 d=0.00207558 t=19937
pan ding 	判定	c=0 d=0.1 t=17284
pan ding wei 	判定爲	c=1 d=1 t=17285
pan duan 	判斷	c=8 d=8.15481e-10 t=19937
pang bian 	旁邊	c=2 d=1.97045 t=9973
pao 	炮	c=1 d=1 t=11910
pao 	跑	c=4 d=1 t=17039
pao dao 	跑到	c=1 d=1 t=12034
pao le 	跑了	c=1 d=1 t=9996
pao zhang 	炮仗	c=1 d=2.05793e-20 t=19937
pei 	配	c=5 d=4.74915e-05 t=19937
pei 	陪	c=1 d=3.41646e-13 t=19937
pei fang 	配方	c=1 d=1 t=16885
pei he 	配合	c=14 d=0.0235025 t=19937
pei jian 	配件	c=2 d=0.823585 t=19937
pei shang 	配上	c=1 d=6.10194e-13 t=19937
pei wo 	陪我	c=2 d=0.107601 t=19937
pei zhi 	配置	c=58 d=0.995142 t=19937
pei zhi cuo wu 	配置錯誤	c=1 d=1 t=18121
pei zhi wen jian 	配置文件	c=5 d=1.00004 t=18133
pei zhong 	配重	c=1 d=1 t=14112
pen 	盆	c=2 d=1.84789 t=13833
pen tou 	噴頭	c=1 d=1 t=16383
pen wu 	噴霧	c=1 d=1 t=13339
peng 	碰	c=1 d=1.62808e-18 t=19937
peng 	鵬	c=4 d=0.0129715 t=19937
peng dao 	碰到	c=2 d=0.0490458 t=19937
peng le 	碰了	c=0 d=4.94866e-20 t=19937
peng le peng 	碰了碰	c=1 d=4.97346e-19 t=19937
peng ren 	烹飪	c=3 d=0.000110663 t=19937
peng you 	朋友	c=1 d=5.07135e-14 t=19937
peng you tong hong 	朋友通紅	c=1 d=5.09677e-13 t=19937
pi 	批	c=0 d=0.1 t=16005
pi ci 	批次	c=20 d=10.3125 t=19684
pi ci bao gao 	批次報告	c=1 d=1 t=18347
pi fu 	皮膚	c=2 d=0.0188734 t=19937
pi gu 	屁股	c=0 d=0.1 t=17300
pi lao 	疲勞	c=1 d=3.98032e-16 t=19937
pi lao jia shi 	疲勞駕駛	c=1 d=3.34187e-18 t=19937
pi liang 	批量	c=19 d=0.969796 t=19937
pi liang xia zai 	批量下載	c=1 d=0.00202943 t=19937
pi pa 	琵琶	c=1 d=9.59941e-20 t=19937
pi tou 	披頭	c=1 d=1.32106e-11 t=19937
pian 	片	c=2 d=3.26185e-05 t=19937
pian 	篇	c=1 d=1.14353e-19 t=19937
pian cha 	偏差	c=1 d=0.00600598 t=19937
pian ni 	騙你	c=2 d=1.08611 t=19937
pian ren 	騙人	c=1 d=1.31514e-17 t=19937
pian yi 	便宜	c=7 d=1.77378e-07 t=19937
pian yi de 	便宜的	c=1 d=6.20702e-08 t=19937
pian yuan 	片源	c=3 d=2.89037 t=17229
piao 	嫖	c=4 d=4.21143e-08 t=19937
piao 	票	c=1 d=1 t=12430
piao chang 	嫖娼	c=1 d=1.23494e-12 t=19937
piao liang 	漂亮	c=1 d=1 t=9320
pin 	品	c=2 d=2.94726e-10 t=19937
pin 	拼	c=1 d=2.91354e-13 t=19937
pin 	頻	c=3 d=1.00487 t=17821
pin chu lai 	拼出來	c=0 d=3.2718e-05 t=19937
pin chu lai de 	拼出來的	c=1 d=0.00032882 t=19937
pin cuo le 	拼錯了	c=1 d=2.67408e-13 t=19937
pin dao 	頻道	c=2 d=1.05471e-09 t=19937
pin fan 	頻繁	c=1 d=1 t=13074
pin lei 	品類	c=2 d=1.97531 t=18988
pin lv 	頻率	c=5 d=1.18057 t=16759
pin pai 	品牌	c=3 d=2.68655 t=14538
pin pai qu 	品牌去	c=1 d=1 t=13237
ping 	屏	c=0 d=0.1 t=17551
ping ban 	平板	c=1 d=0.00304273 t=19937
ping bi 	屏蔽	c=3 d=0.00105418 t=19937
ping ce 	評測	c=2 d=1 t=18695
ping chang 	平常	c=1 d=1 t=17027
ping fan 	平凡	c=1 d=0.0995138 t=19937
ping fan zhi lu 	平凡之路	c=1 d=0.0124629 t=19937
ping gu 	評估	c=2 d=5.2622e-15 t=19937
ping guo 	蘋果	c=1 d=1 t=15738
ping hua 	平滑	c=2 d=1.57079e-10 t=19937
ping hua 	評話	c=1 d=9.99117e-20 t=19937
ping jia 	評價	c=2 d=9.56486e-07 t=19937
ping mu 	屏幕	c=1 d=1.9866e-06 t=19937
ping mu mo 	屏幕膜	c=1 d=1.91652e-06 t=19937
ping ri 	平日	c=0 d=2.74981e-19 t=19937
ping ri ai 	平日哎	c=1 d=2.76359e-18 t=19937
ping shen 	評審	c=0 d=0.1 t=17323
ping shi 	平時	c=1 d=1 t=14469
ping tai 	平臺	c=14 d=0.161218 t=19937
ping tan 	評彈	c=3 d=3.46544e-19 t=19937
ping yong 	平庸	c=2 d=0.19463 t=19937
ping zhe 	憑着	c=2 d=1 t=17904
po 	破	c=1 d=1 t=13806
po jie 	破解	c=1 d=1 t=18397
po jie ban 	破解版	c=1 d=0.000547581 t=19937
pu huo 	撲火	c=1 d=0.000170803 t=19937
pu jing 	普京	c=3 d=2.74011 t=13527
pu shu 	朴樹	c=2 d=0.0391833 t=19937
pu tong 	普通	c=4 d=0.144141 t=19937
pu tong de 	普通的	c=2 d=1.48156e-07 t=19937
qi 	其	c=3 d=0.15259 t=19937
qi 	期	c=1 d=1.0365e-10 t=19937
qi 	氣	c=1 d=1 t=17851
qi 	漆	c=1 d=1.0417e-10 t=19937
qi 	起	c=2 d=0.170104 t=19937
qi bu shi 	豈不是	c=1 d=1.42371e-09 t=19937
qi che 	汽車	c=2 d=1.95123 t=9632
qi dian 	起點	c=1 d=1 t=15926
qi dong 	啓動	c=5 d=5.17405e-07 t=19937
qi fu 	祈福	c=3 d=1.31192 t=17556
qi jian 	期間	c=1 d=1 t=18601
qi ma 	起碼	c=0 d=1.19307e-19 t=19937
qi mian 	漆麪	c=1 d=7.15947e-11 t=19937
qi min 	器皿	c=1 d=1 t=13357
qi qi ha er 	齊齊哈爾	c=1 d=0.031117 t=19937
qi quan 	齊全	c=1 d=1.79341e-19 t=19937
qi shi 	其實	c=4 d=3.1255e-09 t=19937
qi shi 	起始	c=1 d=1 t=16550
qi shi 	騎士	c=1 d=1 t=17297
qi ta 	其他	c=3 d=0.008396 t=19937
qi ta de 	其他的	c=2 d=5.05997e-16 t=19937
qi ta ren 	其他人	c=1 d=5.30296e-09 t=19937
qi tan 	奇譚	c=0 d=1.06879e-19 t=19937
qi ye 	企業	c=2 d=1.31698e-05 t=19937
qi ye gong ying shang 	企業供應商	c=1 d=1 t=18151
qi yin 	起因	c=1 d=2.7333e-06 t=19937
qi yu 	奇遇	c=0 d=1.57698e-07 t=19937
qi yu ren wu 	奇遇任務	c=1 d=1.58488e-06 t=19937
qi zhi 	起止	c=3 d=1.23483 t=15948
qi zhong 	其中	c=6 d=0.00710186 t=19937
qi zi 	棋子	c=1 d=1 t=13533
qia 	恰	c=1 d=7.23019e-09 t=19937
qian 	前	c=3 d=1.73866e-08 t=19937
qian 	簽	c=1 d=1 t=14272
qian 	茜	c=2 d=0.000112226 t=19937
qian 	錢	c=7 d=0.000261757 t=19937
qian ceng 	千層	c=0 d=0.1 t=18663
qian ceng bing 	千層餅	c=1 d=1 t=18664
qian duan 	前端	c=16 d=2.3465e-05 t=19937
qian gu 	千古	c=0 d=5.18895e-19 t=19937
qian gu feng liu 	千古風流	c=2 d=1.0456e-17 t=19937
qian hou 	前後	c=0 d=1.44596e-16 t=19937
qian hou duan 	前後段	c=1 d=1.45321e-15 t=19937
qian ji tian 	前幾天	c=2 d=0.499074 t=19937
qian liang 	前兩	c=0 d=0.1 t=19738
qian liang ge 	前兩個	c=1 d=1 t=19739
qian liang tian 	前兩天	c=4 d=7.54516e-09 t=19937
qian qian wan wan 	千千萬萬	c=1 d=0.0804596 t=19937
qian shui ting 	潛水艇	c=1 d=1 t=18824
qian tao 	嵌套	c=2 d=5.11508e-13 t=19937
qian ti 	前提	c=3 d=1 t=17763
qian yi 	遷移	c=8 d=1 t=18044
qian zai 	潛在	c=2 d=8.45391e-11 t=19937
qian zhen zi 	前陣子	c=0 d=1.24071e-09 t=19937
qian zhui 	前綴	c=2 d=3.01502e-13 t=19937
qiang 	槍	c=0 d=0.1 t=9460
qiang jian 	強姦	c=2 d=1.99005 t=17331
qiang lie 	強烈	c=1 d=1 t=10274
qiang tou 	槍頭	c=4 d=1.92525 t=16913
qiang tou 	牆頭	c=1 d=1 t=13947
qiang xie 	槍械	c=1 d=8.11827e-19 t=19937
qiang xing 	強行	c=1 d=1 t=9642
qiang zhan 	搶佔	c=1 d=1.99575e-12 t=19937
qiao 	橋	c=0 d=1.10003e-05 t=19937
qiao bian gu niang 	橋邊姑娘	c=4 d=0.000334452 t=19937
qiao bu si 	喬布斯	c=2 d=1.96079 t=10145
qiao fu 	樵夫	c=1 d=1 t=9272
qiao kun 	橋坤	c=1 d=1 t=9271
qie 	且	c=1 d=1 t=15613
qie 	切	c=8 d=0.000939653 t=19937
qie huan 	切換	c=15 d=0.0183156 t=19937
qie huan ban ben 	切換版本	c=1 d=5.12231e-13 t=19937
qie lai 	切來	c=1 d=1.95623e-12 t=19937
qie le 	切了	c=1 d=1 t=17941
qin min 	親民	c=1 d=1.17168e-11 t=19937
qin xian 	琴絃	c=1 d=1.51566e-10 t=19937
qing 	清	c=5 d=1.00135e-10 t=19937
qing 	請	c=1 d=1.18425e-11 t=19937
qing cha kan 	請查看	c=2 d=1.60682e-13 t=19937
qing chu 	清楚	c=5 d=4.42544e-14 t=19937
qing chun 	青春	c=0 d=5.50326e-05 t=19937
qing chun ban 	青春版	c=1 d=0.000553084 t=19937
qing feng 	清風	c=0 d=0.1 t=18326
qing guan 	清官	c=1 d=1 t=15950
qing jia 	請假	c=1 d=1 t=11143
qing jiao 	清繳	c=1 d=1 t=15934
qing jing 	清靜	c=1 d=1 t=10616
qing kong 	清空	c=3 d=1 t=18474
qing kuai 	輕快	c=1 d=1.23515e-14 t=19937
qing kuang 	情況	c=8 d=3.0291e-09 t=19937
qing kuang xia 	情況下	c=2 d=1.57371e-11 t=19937
qing le 	清了	c=1 d=0.00098783 t=19937
qing li 	清理	c=1 d=1 t=14625
qing me 	清麼	c=1 d=3.16142e-12 t=19937
qing nian 	青年	c=1 d=1 t=17012
